car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_km
Maruti Swift,Maruti,Swift,8,54540,Dealer,Diesel,Manual,28.4,1248,74.0,5,430000,10.906707991398342
Hyundai i20,Hyundai,i20,6,90000,Individual,Petrol,Manual,18.6,1197,81.83,5,490000,11.407576060361786
Ford Aspire,Ford,Aspire,5,80000,Individual,Diesel,Manual,26.1,1498,99.23,5,600000,11.289794413577894
Hyundai Verna,Hyundai,Verna,4,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,950000,10.819798284210286
Hyundai Grand,Hyundai,Grand,7,65000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,485000,11.082157933374816
Maruti Celerio,Maruti,Celerio,5,39500,Dealer,Diesel,Manual,27.62,793,47.0,5,430000,10.584081267024454
Honda City,Honda,City,4,22000,Dealer,Petrol,Manual,17.4,1497,117.3,5,825000,9.99884318585288
Renault Duster,Renault,Duster,8,75000,Dealer,Diesel,Manual,19.6,1461,108.45,5,550000,11.225256725762893
Maruti Wagon R,Maruti,Wagon R,16,96000,Dealer,Petrol,Manual,18.9,998,67.1,5,185000,11.472113887062386
Maruti Alto,Maruti,Alto,15,75000,Dealer,Petrol,Manual,19.7,796,46.3,5,105000,11.225256725762893
Honda City,Honda,City,11,90000,Individual,Petrol,Automatic,16.8,1497,118.0,5,328000,11.407576060361786
Toyota Innova,Toyota,Innova,8,80000,Individual,Diesel,Manual,12.99,2494,100.0,7,1300000,11.289794413577894
Maruti Swift Dzire,Maruti,Swift Dzire,6,38000,Dealer,Petrol,Manual,21.21,1197,81.8,5,530000,10.545367754151743
Honda Jazz,Honda,Jazz,4,41615,Dealer,Petrol,Manual,18.7,1199,88.7,5,611000,10.636239987688432
Maruti Vitara,Maruti,Vitara,3,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,750000,10.308985993422082
Hyundai Creta,Hyundai,Creta,4,27000,Dealer,Petrol,Manual,15.29,1591,121.3,5,1035000,10.203629181337648
BMW 3,BMW,3,10,51048,Dealer,Diesel,Automatic,13.2,1995,170.0,5,815000,10.840541234762362
Maruti Alto,Maruti,Alto,2,8000,Dealer,Petrol,Automatic,23.95,998,67.05,5,415000,8.987321812850125
Maruti Wagon R,Maruti,Wagon R,2,22000,Dealer,CNG,Manual,26.6,998,58.16,5,517000,9.99884318585288
Maruti Swift,Maruti,Swift,6,70000,Individual,Diesel,Manual,25.2,1248,74.0,5,525000,11.156264806643742
Ford Figo,Ford,Figo,7,110000,Individual,Diesel,Manual,20.0,1399,68.05,5,275000,11.608244735642321
Mahindra XUV500,Mahindra,XUV500,8,58000,Dealer,Diesel,Manual,15.1,2179,140.0,7,550000,10.968215530759236
Honda Amaze,Honda,Amaze,6,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,450000,11.695255355062795
Hyundai Creta,Hyundai,Creta,3,47800,Individual,Petrol,Automatic,14.8,1591,121.3,5,1215000,10.774801838762809
Hyundai i20,Hyundai,i20,6,27000,Individual,Petrol,Manual,17.19,1197,81.86,5,502000,10.203629181337648
Maruti Swift,Maruti,Swift,5,58000,Dealer,Petrol,Manual,20.4,1197,81.8,5,490000,10.968215530759236
Mahindra XUV500,Mahindra,XUV500,6,80000,Individual,Diesel,Manual,15.1,2179,140.0,7,925000,11.289794413577894
Maruti Baleno,Maruti,Baleno,5,40000,Individual,Petrol,Manual,21.4,1197,83.1,5,550000,10.596659732783579
Toyota Innova,Toyota,Innova,3,79774,Individual,Diesel,Manual,13.68,2393,147.8,7,1280000,11.286965451146445
Maruti Ertiga,Maruti,Ertiga,4,27000,Dealer,CNG,Manual,17.5,1373,80.46,7,811000,10.203629181337648
Volkswagen Polo,Volkswagen,Polo,6,47700,Dealer,Petrol,Automatic,17.21,1197,103.5,5,695000,10.77270764101727
Maruti Ignis,Maruti,Ignis,3,38000,Individual,Petrol,Manual,20.89,1197,81.8,5,509000,10.545367754151743
Honda Amaze,Honda,Amaze,7,120000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000,11.695255355062795
Maruti Ciaz,Maruti,Ciaz,5,55000,Individual,Petrol,Manual,20.73,1373,91.1,5,650000,10.915106645867503
Maruti Celerio,Maruti,Celerio,6,110000,Individual,Petrol,Manual,23.1,998,67.04,5,240000,11.608244735642321
Skoda Rapid,Skoda,Rapid,7,65000,Dealer,Petrol,Manual,15.0,1598,103.5,5,575000,11.082157933374816
Maruti Ciaz,Maruti,Ciaz,7,120000,Individual,Diesel,Manual,26.21,1248,88.5,5,560000,11.695255355062795
Maruti Swift Dzire,Maruti,Swift Dzire,3,58100,Dealer,Diesel,Manual,28.4,1248,74.02,5,790000,10.969938154395841
Maruti Wagon R,Maruti,Wagon R,5,50000,Individual,CNG,Manual,26.6,998,58.16,5,320000,10.819798284210286
Hyundai Grand,Hyundai,Grand,7,23113,Dealer,Petrol,Manual,18.9,1197,81.86,5,425000,10.048193773535386
Hyundai Santro,Hyundai,Santro,6,76300,Dealer,Petrol,Manual,17.92,1086,62.1,5,349000,11.242441323346558
Hyundai Creta,Hyundai,Creta,4,47000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1115000,10.757924157061597
Maruti Ignis,Maruti,Ignis,4,32334,Dealer,Petrol,Automatic,20.89,1197,81.8,5,550000,10.383905513880693
Hyundai i10,Hyundai,i10,13,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,180000,11.112462823634855
Volkswagen Polo,Volkswagen,Polo,7,20000,Dealer,Petrol,Manual,16.47,1198,73.9,5,650000,9.90353755128617
Renault Duster,Renault,Duster,5,80000,Individual,Diesel,Manual,19.87,1461,83.8,5,950000,11.289794413577894
Maruti Alto,Maruti,Alto,14,69000,Dealer,Petrol,Manual,19.7,796,46.3,5,178000,11.141876276228
Maruti Swift Dzire,Maruti,Swift Dzire,4,40000,Individual,Petrol,Manual,20.85,1197,83.14,5,580000,10.596659732783579
BMW 3,BMW,3,11,60000,Individual,Diesel,Automatic,13.2,1995,170.0,5,900000,11.002116507732017
Skoda Rapid,Skoda,Rapid,9,110000,Dealer,Diesel,Manual,20.5,1598,103.5,5,440000,11.608244735642321
Honda Amaze,Honda,Amaze,5,40000,Individual,Petrol,Automatic,15.5,1198,86.7,5,400000,10.596659732783579
Ford Ecosport,Ford,Ecosport,5,125000,Individual,Diesel,Manual,22.77,1498,98.59,5,725000,11.736077016252437
Hyundai i20,Hyundai,i20,5,19000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,9.852246888342531
Mahindra XUV500,Mahindra,XUV500,6,37000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1170000,10.518700218288165
Maruti Swift Dzire,Maruti,Swift Dzire,9,37801,Dealer,Petrol,Manual,17.5,1298,85.8,5,500000,10.540117290260902
Hyundai i10,Hyundai,i10,11,52000,Dealer,Petrol,Manual,20.36,1197,78.9,5,310000,10.859018228147887
Hyundai i20,Hyundai,i20,3,11000,Dealer,Petrol,Manual,18.6,1197,81.83,5,795000,9.305741456739435
Hyundai Verna,Hyundai,Verna,4,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,675000,10.819798284210286
Maruti Ertiga,Maruti,Ertiga,8,120000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000,11.695255355062795
Tata Safari,Tata,Safari,8,120000,Individual,Diesel,Manual,14.0,2179,138.1,7,480000,11.695255355062795
Tata Tiago,Tata,Tiago,2,15000,Individual,Petrol,Manual,23.84,1199,84.0,5,500000,9.61587214452889
Datsun GO,Datsun,GO,6,110000,Individual,Petrol,Manual,19.44,1198,67.0,7,280000,11.608244735642321
Hyundai i20,Hyundai,i20,8,33000,Dealer,Diesel,Manual,21.9,1396,88.76,5,425000,10.404293143019792
Hyundai i20,Hyundai,i20,4,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,546000,10.819798284210286
Hyundai Verna,Hyundai,Verna,9,61000,Dealer,Diesel,Manual,22.32,1582,126.32,5,390000,11.0186455364637
Hyundai Grand,Hyundai,Grand,3,1700,Dealer,Petrol,Manual,18.9,1197,81.86,5,665000,7.438971592395862
Skoda Rapid,Skoda,Rapid,7,54500,Dealer,Petrol,Automatic,14.3,1598,103.6,5,495000,10.905974329106854
Hyundai Santro,Hyundai,Santro,14,80000,Individual,Petrol,Manual,17.8,1086,63.0,5,110000,11.289794413577894
Hyundai i20,Hyundai,i20,11,56660,Individual,Petrol,Manual,18.5,1197,80.0,5,340000,10.944841422363956
Maruti Wagon R,Maruti,Wagon R,6,40000,Individual,Petrol,Manual,20.51,998,67.04,5,400000,10.596659732783579
Maruti Swift,Maruti,Swift,4,28000,Dealer,Diesel,Manual,25.2,1248,74.0,5,710000,10.239995502805316
Honda City,Honda,City,5,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5,615000,11.034905792929415
Toyota Innova,Toyota,Innova,12,110000,Individual,Diesel,Manual,12.8,2494,102.0,8,625000,11.608244735642321
Volkswagen Polo,Volkswagen,Polo,3,16000,Dealer,Petrol,Manual,16.2,1199,74.0,5,635000,9.680406499268875
Volkswagen Vento,Volkswagen,Vento,8,44000,Individual,Petrol,Manual,15.04,1598,103.6,5,550000,10.691967639914864
Honda City,Honda,City,5,80634,Dealer,Petrol,Automatic,18.0,1497,117.3,5,770000,11.297688077414616
Honda City,Honda,City,13,110000,Individual,Petrol,Manual,17.0,1497,118.0,5,175000,11.608244735642321
Maruti Alto,Maruti,Alto,1,10000,Individual,Petrol,Manual,22.05,796,47.3,5,350000,9.210440366976517
Hyundai i10,Hyundai,i10,5,25000,Dealer,Petrol,Manual,19.81,1086,68.05,5,395000,10.12667110305036
Maruti Swift Dzire,Maruti,Swift Dzire,4,42000,Dealer,Petrol,Manual,22.0,1197,81.8,5,575000,10.645448706505872
Tata Tiago,Tata,Tiago,2,16000,Individual,Petrol,Manual,23.84,1199,84.0,5,539000,9.680406499268875
Hyundai Verna,Hyundai,Verna,11,25000,Individual,Diesel,Manual,16.2,1493,110.0,5,300000,10.12667110305036
Maruti Celerio,Maruti,Celerio,4,54202,Trustmark Dealer,Petrol,Automatic,23.1,998,67.04,5,435000,10.900491536449458
Volkswagen Polo,Volkswagen,Polo,6,7000,Dealer,Petrol,Manual,16.47,1198,74.0,5,625000,8.853808274977197
Ford Ecosport,Ford,Ecosport,7,74300,Dealer,Petrol,Automatic,16.5,1499,110.0,5,649000,11.215879689565481
Maruti Swift,Maruti,Swift,5,110000,Individual,Diesel,Manual,25.2,1248,74.0,5,530000,11.608244735642321
Volkswagen Polo,Volkswagen,Polo,4,59894,Dealer,Petrol,Manual,16.2,1199,74.0,5,543000,11.000348308165432
Honda Amaze,Honda,Amaze,6,77000,Dealer,Diesel,Manual,25.8,1498,98.6,5,465000,11.251573687764477
Hyundai i20,Hyundai,i20,10,40434,Dealer,Petrol,Manual,17.0,1197,80.0,5,450000,10.607451025529922
Skoda Rapid,Skoda,Rapid,6,100000,Dealer,Petrol,Manual,15.0,1598,103.52,5,485000,11.51293546492023
Hyundai Grand,Hyundai,Grand,2,13900,Individual,Petrol,Manual,18.9,1197,81.86,5,590000,9.539716058977092
Honda City,Honda,City,13,43639,Dealer,Petrol,Automatic,12.0,1493,100.0,5,300000,10.683729439947006
Maruti Alto,Maruti,Alto,10,72000,Dealer,Petrol,Manual,20.92,998,67.1,5,260000,11.184435286790631
Ford Figo,Ford,Figo,8,60000,Individual,Diesel,Manual,20.0,1399,68.1,5,250000,11.002116507732017
Hyundai i10,Hyundai,i10,8,25981,Dealer,Petrol,Manual,20.36,1197,78.9,5,399000,10.165159269555678
Volkswagen Polo,Volkswagen,Polo,6,58111,Dealer,Diesel,Manual,20.14,1498,88.0,5,635000,10.970127461960965
Hyundai Creta,Hyundai,Creta,6,60000,Dealer,Diesel,Manual,19.67,1582,126.2,5,910000,11.002116507732017
Hyundai i10,Hyundai,i10,9,50000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000,10.819798284210286
Skoda Rapid,Skoda,Rapid,7,142000,Individual,Petrol,Manual,15.0,1598,103.52,5,570000,11.863589378812122
Maruti Alto,Maruti,Alto,6,39949,Dealer,Petrol,Automatic,23.95,998,67.05,5,375000,10.595383951194421
Maruti Alto,Maruti,Alto,10,19600,Individual,Petrol,Manual,19.7,796,46.3,5,190000,9.883335864325275
Skoda Superb,Skoda,Superb,11,95000,Dealer,Petrol,Manual,13.1,1798,157.8,5,300000,11.461642696843066
Hyundai i20,Hyundai,i20,2,18000,Individual,Petrol,Manual,18.6,1197,81.86,5,700000,9.798182590890704
Hyundai Grand,Hyundai,Grand,4,37712,Dealer,Petrol,Automatic,18.9,1197,81.86,5,600000,10.537760141582941
Maruti Swift Dzire,Maruti,Swift Dzire,6,58904,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000,10.983681255680219
Hyundai Grand,Hyundai,Grand,2,15000,Dealer,Petrol,Manual,18.9,1197,81.86,5,550000,9.61587214452889
Maruti Ciaz,Maruti,Ciaz,4,44771,Dealer,Petrol,Manual,28.09,1373,91.1,5,800000,10.709338223009158
Skoda Rapid,Skoda,Rapid,8,42605,Dealer,Petrol,Manual,15.0,1598,103.5,5,520000,10.65975036741015
Hyundai i20,Hyundai,i20,5,50000,Dealer,Petrol,Manual,18.6,1197,81.83,5,530000,10.819798284210286
Tata Hexa,Tata,Hexa,4,60000,Individual,Diesel,Automatic,17.6,2179,153.86,7,1350000,11.002116507732017
Maruti Swift,Maruti,Swift,11,78000,Dealer,Diesel,Manual,28.4,1248,74.0,5,255000,11.264476926102367
Mahindra Scorpio,Mahindra,Scorpio,7,98000,Dealer,Diesel,Manual,12.05,2179,120.0,8,745000,11.49273296168228
Toyota Innova,Toyota,Innova,7,146000,Individual,Diesel,Manual,12.99,2494,100.6,7,1000000,11.891368749982085
Maruti Swift,Maruti,Swift,5,100000,Individual,Diesel,Manual,25.2,1248,74.0,5,600000,11.51293546492023
Hyundai i20,Hyundai,i20,7,69000,Dealer,Diesel,Manual,22.54,1396,88.73,5,599000,11.141876276228
Honda Amaze,Honda,Amaze,5,30685,Dealer,Diesel,Manual,24.7,1498,98.63,5,725000,10.331561803505151
Hyundai Verna,Hyundai,Verna,7,10000,Individual,Petrol,Manual,17.43,1396,105.5,5,600000,9.210440366976517
Maruti Swift Dzire,Maruti,Swift Dzire,9,170000,Individual,Diesel,Manual,19.3,1248,73.9,5,450000,12.04355959836804
Maruti Ciaz,Maruti,Ciaz,5,62563,Dealer,Diesel,Manual,28.09,1248,88.5,5,750000,11.043945311794133
Hyundai i20,Hyundai,i20,4,49000,Dealer,Petrol,Manual,18.6,1197,81.83,5,664000,10.799595985047786
Toyota Innova,Toyota,Innova,10,129238,Dealer,Diesel,Manual,12.8,2494,102.0,7,925000,11.769418682365943
Maruti Swift Dzire,Maruti,Swift Dzire,3,120000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000,11.695255355062795
Maruti Swift,Maruti,Swift,12,98206,Dealer,Diesel,Manual,17.8,1248,75.0,5,335000,11.49483277489776
Maruti Vitara,Maruti,Vitara,4,22000,Dealer,Diesel,Manual,24.3,1248,88.5,5,955000,9.99884318585288
Jeep Compass,Jeep,Compass,4,59500,Dealer,Diesel,Manual,17.1,1956,170.0,5,1365000,10.993748398115178
Hyundai Elantra,Hyundai,Elantra,9,78000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,745000,11.264476926102367
Ford Ecosport,Ford,Ecosport,3,32387,Dealer,Diesel,Manual,22.77,1498,98.59,5,965000,10.385543262806005
Maruti Swift Dzire,Maruti,Swift Dzire,8,45000,Dealer,Diesel,Manual,28.4,1248,74.02,5,625000,10.714439990727769
Maruti Ciaz,Maruti,Ciaz,2,10000,Dealer,Petrol,Automatic,20.28,1462,103.25,5,910000,9.210440366976517
Ford Ecosport,Ford,Ecosport,5,40000,Dealer,Petrol,Automatic,15.63,1499,110.4,5,775000,10.596659732783579
Maruti Wagon R,Maruti,Wagon R,8,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,330000,11.050905878263567
Hyundai Verna,Hyundai,Verna,6,28789,Dealer,Petrol,Manual,17.01,1591,121.3,5,625000,10.267783383606222
Maruti Ciaz,Maruti,Ciaz,6,45000,Dealer,Petrol,Manual,20.73,1373,91.1,5,540000,10.714439990727769
Hyundai Verna,Hyundai,Verna,8,60000,Individual,Petrol,Manual,17.01,1591,121.3,5,420000,11.002116507732017
Renault KWID,Renault,KWID,4,36628,Dealer,Petrol,Manual,23.01,999,67.0,5,420000,10.508595555372908
Renault Duster,Renault,Duster,9,103500,Dealer,Diesel,Manual,19.01,1461,108.45,5,475000,11.547336553476635
Maruti Swift,Maruti,Swift,7,53800,Individual,Diesel,Manual,25.2,1248,74.0,5,585000,10.893047333337728
Skoda Superb,Skoda,Superb,7,59000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,1250000,10.985309671896763
Honda City,Honda,City,12,61000,Dealer,Petrol,Automatic,16.8,1497,118.0,5,310000,11.0186455364637
Audi A4,Audi,A4,9,80000,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1475000,11.289794413577894
Hyundai Grand,Hyundai,Grand,6,21000,Dealer,Petrol,Manual,18.9,1197,82.0,5,505000,9.952325334619427
Hyundai Elantra,Hyundai,Elantra,7,77000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,795000,11.251573687764477
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,785000,10.165890277802454
Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,Individual,Petrol,Manual,19.1,1197,85.8,5,560000,11.002116507732017
Hyundai i20,Hyundai,i20,11,120000,Individual,Petrol,Manual,17.0,1197,80.0,5,325000,11.695255355062795
Ford Figo,Ford,Figo,10,35000,Individual,Petrol,Manual,15.6,1196,70.0,5,175000,10.463131911491967
Maruti Alto,Maruti,Alto,15,110000,Individual,Petrol,Manual,19.7,796,46.3,5,125000,11.608244735642321
Hyundai Creta,Hyundai,Creta,6,40000,Dealer,Diesel,Manual,21.38,1396,88.7,5,860000,10.596659732783579
Ford Ecosport,Ford,Ecosport,6,55524,Dealer,Diesel,Manual,22.77,1498,98.59,5,745000,10.924588648762628
Hyundai i20,Hyundai,i20,4,52000,Individual,Diesel,Manual,22.54,1396,88.73,5,550000,10.859018228147887
Toyota Innova,Toyota,Innova,11,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000,11.695255355062795
Ford Figo,Ford,Figo,9,70000,Individual,Diesel,Manual,20.0,1399,68.0,5,225000,11.156264806643742
Maruti Celerio,Maruti,Celerio,6,40000,Dealer,Petrol,Manual,21.63,998,67.04,5,335000,10.596659732783579
Ford Ecosport,Ford,Ecosport,5,66000,Individual,Diesel,Manual,22.77,1498,98.59,5,800000,11.097425172408931
Maruti Eeco,Maruti,Eeco,5,37000,Dealer,CNG,Manual,15.1,1196,73.0,5,285000,10.518700218288165
Maruti Wagon R,Maruti,Wagon R,4,16000,Individual,Petrol,Manual,20.51,998,67.04,5,425000,9.680406499268875
Maruti Swift,Maruti,Swift,9,40000,Individual,Diesel,Manual,22.9,1248,74.0,5,430000,10.596659732783579
Maruti Wagon R,Maruti,Wagon R,6,65000,Dealer,Petrol,Automatic,21.79,998,67.05,5,550000,11.082157933374816
Hyundai i20,Hyundai,i20,7,40000,Dealer,Petrol,Automatic,15.0,1396,98.6,5,540000,10.596659732783579
Maruti Ciaz,Maruti,Ciaz,6,130000,Individual,Diesel,Manual,28.09,1248,88.5,5,750000,11.775297421715827
Toyota Innova,Toyota,Innova,10,66000,Dealer,Diesel,Manual,12.8,2494,102.0,7,750000,11.097425172408931
Volkswagen Polo,Volkswagen,Polo,9,55252,Dealer,Diesel,Manual,22.07,1199,73.9,5,375000,10.919677916548416
Maruti Ciaz,Maruti,Ciaz,5,80000,Dealer,Diesel,Manual,28.09,1248,88.5,5,720000,11.289794413577894
Ford Ecosport,Ford,Ecosport,5,76000,Individual,Diesel,Manual,22.77,1498,98.59,5,725000,11.23850177707664
Renault Duster,Renault,Duster,5,40000,Individual,Diesel,Manual,19.87,1461,83.8,5,575000,10.596659732783579
Hyundai Grand,Hyundai,Grand,6,16560,Individual,Petrol,Manual,18.9,1197,82.0,5,340000,9.714805812589491
Honda City,Honda,City,6,90000,Individual,Diesel,Manual,25.1,1498,98.6,5,650000,11.407576060361786
Maruti Swift,Maruti,Swift,13,110000,Individual,Diesel,Manual,17.8,1248,75.0,5,125000,11.608244735642321
Maruti Swift,Maruti,Swift,9,43000,Individual,Petrol,Manual,18.6,1197,85.8,5,400000,10.668978650219241
Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,18.6,1197,81.83,5,770000,10.12667110305036
Maruti Swift Dzire,Maruti,Swift Dzire,7,90000,Dealer,Diesel,Manual,19.3,1248,73.9,5,410000,11.407576060361786
Hyundai Elantra,Hyundai,Elantra,8,77000,Individual,Diesel,Manual,22.7,1582,126.24,5,600000,11.251573687764477
Volkswagen Polo,Volkswagen,Polo,2,45000,Dealer,Petrol,Manual,17.74,999,75.1,5,650000,10.714439990727769
Hyundai Creta,Hyundai,Creta,6,79828,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1060000,11.28764212594232
Maruti Baleno,Maruti,Baleno,2,7801,Dealer,Petrol,Manual,21.01,1197,81.8,5,800000,8.962135390066601
Honda WR-V,Honda,WR-V,4,33456,Dealer,Diesel,Manual,25.5,1498,98.6,5,850000,10.4180163112265
Honda City,Honda,City,6,87000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000,11.373674891823535
Maruti Swift,Maruti,Swift,8,68000,Dealer,Diesel,Manual,17.8,1248,75.0,5,395000,11.127277689932466
Maruti Swift,Maruti,Swift,10,22000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000,9.99884318585288
Skoda Rapid,Skoda,Rapid,4,105000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,875000,11.561725152903833
Mahindra XUV500,Mahindra,XUV500,5,46100,Individual,Diesel,Manual,16.0,2179,140.0,7,1050000,10.738589920723442
Renault KWID,Renault,KWID,3,16000,Dealer,Petrol,Automatic,24.04,999,67.0,5,465000,9.680406499268875
Renault KWID,Renault,KWID,1,10000,Individual,Petrol,Manual,23.01,999,67.0,5,470000,9.210440366976517
Maruti Baleno,Maruti,Baleno,3,10001,Dealer,Petrol,Automatic,21.4,1197,83.1,5,759000,9.21054035197885
Hyundai Santro,Hyundai,Santro,10,49000,Dealer,Petrol,Manual,17.92,1086,62.1,5,195000,10.799595985047786
Maruti Ertiga,Maruti,Ertiga,6,94000,Dealer,Diesel,Manual,25.47,1248,88.5,7,699000,11.451060699493427
Maruti Baleno,Maruti,Baleno,5,26208,Dealer,Petrol,Manual,21.01,1197,81.8,5,575000,10.17385814221302
Honda Amaze,Honda,Amaze,3,78000,Dealer,Diesel,Manual,24.7,1498,98.63,5,600000,11.264476926102367
Maruti Alto,Maruti,Alto,9,52000,Dealer,Petrol,Manual,24.7,796,47.3,5,195000,10.859018228147887
Maruti Ertiga,Maruti,Ertiga,6,75000,Dealer,Diesel,Manual,25.47,1248,88.5,7,650000,11.225256725762893
Hyundai Grand,Hyundai,Grand,3,58000,Individual,Petrol,Automatic,18.9,1197,81.86,5,440000,10.968215530759236
Maruti Celerio,Maruti,Celerio,6,52000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000,10.859018228147887
Maruti Vitara,Maruti,Vitara,5,20000,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000,9.90353755128617
Maruti Ciaz,Maruti,Ciaz,6,41348,Dealer,Diesel,Manual,26.21,1248,88.5,5,650000,10.629803516362548
Volkswagen Polo,Volkswagen,Polo,5,49000,Dealer,Petrol,Manual,16.2,1199,74.0,5,575000,10.799595985047786
Tata Tiago,Tata,Tiago,4,25000,Individual,Petrol,Automatic,23.84,1199,83.83,5,520000,10.12667110305036
Maruti Vitara,Maruti,Vitara,5,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000,9.90353755128617
Honda Jazz,Honda,Jazz,3,15000,Dealer,Diesel,Manual,27.3,1498,98.6,5,700000,9.61587214452889
Maruti Swift,Maruti,Swift,3,18600,Individual,Petrol,Manual,22.0,1197,81.8,5,520000,9.83097062169695
Audi A4,Audi,A4,9,85250,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1295000,11.353355125282244
Maruti Baleno,Maruti,Baleno,3,60000,Individual,Petrol,Manual,21.4,1197,83.1,5,710000,11.002116507732017
Volkswagen Polo,Volkswagen,Polo,4,26000,Dealer,Petrol,Manual,16.47,1198,74.0,5,680000,10.165890277802454
Volkswagen Polo,Volkswagen,Polo,5,72000,Dealer,Diesel,Manual,20.14,1498,88.0,5,650000,11.184435286790631
Hyundai Verna,Hyundai,Verna,6,72600,Individual,Petrol,Manual,17.01,1591,121.4,5,525000,11.192733974822708
Renault KWID,Renault,KWID,5,14183,Dealer,Petrol,Manual,22.3,799,53.26,5,395000,9.559869847754044
Maruti Swift,Maruti,Swift,7,14800,Dealer,Petrol,Manual,21.21,1197,81.8,5,495000,9.60245002503719
Hyundai i10,Hyundai,i10,11,90000,Individual,Petrol,Manual,20.36,1197,78.9,5,150000,11.407576060361786
Honda City,Honda,City,5,77694,Dealer,Petrol,Manual,17.8,1497,117.3,5,795000,11.260546184220834
Honda Civic,Honda,Civic,12,76000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,325000,11.23850177707664
Honda Amaze,Honda,Amaze,3,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,667000,11.002116507732017
Skoda Rapid,Skoda,Rapid,3,17000,Dealer,Petrol,Manual,15.0,1598,103.5,5,775000,9.741027444837728
Maruti Wagon R,Maruti,Wagon R,10,90000,Individual,CNG,Manual,26.2,998,58.2,5,280000,11.407576060361786
Maruti Ertiga,Maruti,Ertiga,5,57000,Dealer,Diesel,Manual,24.52,1248,88.5,7,590000,10.950824090522445
Honda Civic,Honda,Civic,13,90000,Individual,Petrol,Automatic,12.9,1799,130.0,5,500000,11.407576060361786
Mahindra Bolero,Mahindra,Bolero,10,75000,Dealer,Diesel,Manual,13.6,2523,63.0,7,350000,11.225256725762893
Hyundai Creta,Hyundai,Creta,6,59000,Dealer,Diesel,Manual,20.5,1582,126.2,5,790000,10.985309671896763
Maruti Wagon R,Maruti,Wagon R,12,26000,Individual,Petrol,Manual,18.9,998,67.1,5,150000,10.165890277802454
Hyundai Santro,Hyundai,Santro,14,44000,Dealer,Petrol,Manual,17.92,1086,62.1,5,245000,10.691967639914864
Hyundai Verna,Hyundai,Verna,2,28000,Individual,Diesel,Manual,22.0,1582,126.2,5,1080000,10.239995502805316
Maruti Swift,Maruti,Swift,4,19000,Dealer,Petrol,Manual,20.4,1197,81.8,5,625000,9.852246888342531
Maruti Swift Dzire,Maruti,Swift Dzire,9,112000,Individual,Diesel,Manual,23.4,1248,74.0,5,550000,11.626263078808801
Maruti Vitara,Maruti,Vitara,4,61000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000,11.0186455364637
Maruti Ciaz,Maruti,Ciaz,5,60000,Dealer,Diesel,Manual,28.09,1248,88.5,5,730000,11.002116507732017
Maruti Baleno,Maruti,Baleno,3,15000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,775000,9.61587214452889
Hyundai Grand,Hyundai,Grand,7,24000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,455000,10.085850775128717
Toyota Innova,Toyota,Innova,4,43000,Individual,Diesel,Manual,13.68,2393,147.8,7,1375000,10.668978650219241
Hyundai i20,Hyundai,i20,4,34004,Dealer,Petrol,Manual,18.6,1197,81.83,5,690000,10.43426285160974
Toyota Yaris,Toyota,Yaris,3,17000,Dealer,Petrol,Manual,17.18,1496,105.94,5,1025000,9.741027444837728
